"";"paste";"dotmusic";"bostonglobe";"filter";"independent";"revolver";"blabbermouth";"blare";"rapreviews";"kerrang";"times";"q";"yahoo";"ign";"roughstock";"allmusic";"austinchronicle";"drownedinsound";"stylus";"slant";"usatoday";"metalhammer";"about";"americansongwriter";"djbooth";"vibe";"prefix";"phoenix";"beatsperminute";"rollingstone";"digitalspy";"e";"fly";"entertainment";"robertchristgau";"observer";"xxl";"mojo";"chicagotribune";"now";"absolutepunk";"nme";"rocksound";"noripcord";"consequenceofsound";"newyorktimes";"hotpress";"cokemachineglow";"chartattack";"popmatters";"skinny";"underradar";"hiphopdx";"melodic";"dusted";"punknews";"countryweekly";"villagevoice";"musicbox";"billboard";"thisisfakediy";"people";"blender";"uncut";"playlouder";"tinymixtapes";"clash";"guardian";"artistdirect";"dailytelegraph";"musicomh";"exclaim";"onethirtybpm";"washingtonpost";"bbc";"a";"sputnikmusic";"urb";"rollingstonealbumguide";"rockfeedback";"pitchforkmedia";"virgin";"losangelestimes";"entertainmentweekly";"msnmusic";"okayplayer";"spin";"alternativepress"
"http://dbpedia.org/resource/Central_Reservation_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.89";"";"0.75";"0.9";"";"";"";""
"http://dbpedia.org/resource/Hologram_Jams";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"0.6";"0.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"0.2";"0.7";"";"";"";"";"";""
"http://dbpedia.org/resource/Like_Red_on_a_Rose";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"0.9";"";"";"0.9";"0.8";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"0.5";"1";"0.7";"";"";"0.875";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";""
"http://dbpedia.org/resource/Romance_at_Short_Notice";"";"";"";"";"0.4";"";"";"";"";"";"0.4";"";"";"";"";"0.6";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"0.6";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Demon_Days";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"1.0";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"0.6900000000000001";"";"0.875";"0.8";"";"";"0.8";""
"http://dbpedia.org/resource/The_Convincer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Veni_Vidi_Vicious";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"0.74";"";"";"0.8";"";"";"";"0.8"
"http://dbpedia.org/resource/T.I._vs._T.I.P.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"0.75";"";"";"";"";"0.64";"";"";"0.8";"";"0.8";"";""
"http://dbpedia.org/resource/20_Y.O.";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"0.7";"";"";"0.75";"0.5";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"0.75";"";"";"";""
"http://dbpedia.org/resource/Seasons_of_My_Soul";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Sound_of_Water";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.77";"";"";"0.85";"";"";"0.8";""
"http://dbpedia.org/resource/White_Blood_Cells_(album)";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"0.9";"";"0.875";"";"";"";"";"0.8"
"http://dbpedia.org/resource/Cedars_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9099999999999999";"";"";"";"";"";"";""
"http://dbpedia.org/resource/More_Than_You_Think_You_Are";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Greatest_Hits:_The_Evidence";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/D12_World";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"0";"";"";"";"";"";"";"0.7";"";"";"";"0.6";"";"";"";"";"0.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8500000000000001";"";"";"0.75";""
"http://dbpedia.org/resource/The_Mirror_Explodes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Our_Endless_Numbered_Days";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.86";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Go_Now_and_Live";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"0.6";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Four_the_Record";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"0.7";"";"";"";"0.9";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8500000000000001";"";"";"";"";"";"";"0.75";"0.9";"0.9";"";"0.7";""
"http://dbpedia.org/resource/The_High_End_of_Low";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"1";"1";"";"";"";"";"";"";"";"0.6";"0.75";"";"";"0.8";""
"http://dbpedia.org/resource/Illinois_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Let_Them_Talk";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Ghost_to_a_Ghost/Gutter_Town";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Odd_Soul";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.95";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Autumn,_Again";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.66";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.79";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Sexor";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.62";"";"";"";"";"";"0.4";""
"http://dbpedia.org/resource/Wolfgang_Amadeus_Phoenix";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"0.875";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"0.9";"";"";"";"";"0.85";"";"0.625";"0.9";"";"";"0.7";""
"http://dbpedia.org/resource/In_the_Maybe_World";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/World_Wide_Rebel_Songs";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";""
"http://dbpedia.org/resource/Music_for_Courage_and_Confidence";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Booming_Back_at_You";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"1";"";"";"";"0.6";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";"";"";"";"0.7"
"http://dbpedia.org/resource/Gettin'_In_Over_My_Head";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Casino_Twilight_Dogs";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Street_Sweeper_Social_Club_(album)";"";"";"";"";"";"";"";"";"0.75";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.39";"";"";"";"";"";"0.6";""
"http://dbpedia.org/resource/Less_Than_Human_(album)";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"0.8099999999999999";"";"";"";"";"0.8";"";""
"http://dbpedia.org/resource/Flavors_of_Entanglement";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"0.5";"0.375";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8500000000000001";"";"";"";""
"http://dbpedia.org/resource/Extraordinary_Machine";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"0.8";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";""
"http://dbpedia.org/resource/Scars_&_Stories";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Marissa_Nadler_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8099999999999999";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Ringo_2012";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.625";"";"";"";"";""
"http://dbpedia.org/resource/Remind_Me_Where_the_Light_Is";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";""
"http://dbpedia.org/resource/Crazy_Ex-Girlfriend";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.0";"0.7";"";"0.9";"1.0";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"0.9";"";"";""
"http://dbpedia.org/resource/Suite_420";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Set_Yourself_on_Fire";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.8400000000000001";"";"";"";"";"";"";""
"http://dbpedia.org/resource/The_Weirdness";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"0.1";"";"";"0.8";"";"";"";"0.1"
"http://dbpedia.org/resource/Rejoicing_in_the_Hands";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8400000000000001";"";"";"";"";"";"";""
"http://dbpedia.org/resource/From_the_Forest_to_the_Sea";"0.74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.81";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8500000000000001";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Real_Animal";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/The_Craft_(album)";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"1";"";"";"";"";"0.74";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Oohs_&_Aahs";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"0.5900000000000001";"";"";"";"";"";"0.4";""
"http://dbpedia.org/resource/David_Comes_to_Life";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"0.8";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"0.86";"";"";"";"";"";"0.9";""
"http://dbpedia.org/resource/My_Favourite_Headache";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Rokstarr";"";"";"1";"";"";"";"";"";"";"";"";"";"0.3";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"0.6";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/You_Can_Feel_Me";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Death_to_False_Metal";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.75";"";"0.8";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"0.52";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.35";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Transatlanticism";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"0.64";"";"";"";"";"";"0.9";"0.9"
"http://dbpedia.org/resource/Slow_Motion_Daydream";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"0.6";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0.6";"";"0.7";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.65";"";"";"0.6";""
"http://dbpedia.org/resource/OK_Cowboy";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.86";"";"";"";"";"";"";""
"http://dbpedia.org/resource/American_Idiot";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"1.0";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.75";"";"";"";"";"";"0.6";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"0.72";"";"";"0.8500000000000001";"";"";"";""
"http://dbpedia.org/resource/Blood_Money_(Tom_Waits_album)";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"1.0";"0.8500000000000001";"";"";"0.7";""
